net,length_um
_0005_,6.48
_1069_,6.48
_1577_,6.48
imem_addr_o[5],6.45
net304,6.43
imem_rdata_i[10],6.43
imem_rdata_i[18],6.43
imem_rdata_i[22],6.43
imem_rdata_i[26],6.43
imem_rdata_i[2],6.43
imem_rdata_i[30],6.43
net316,6.43
net320,6.43
net324,6.43
net328,6.43
net332,6.43
net308,6.43
rf_wr_data_o[26],6.43
_1552_,6.42
_1717_,6.42
_0894_,6.4
_1153_,6.385
_0138_,6.38
_1310_,6.38
i_mem_slice_stage.mem_state_o\[70\],6.38
_0297_,6.365
_1592_,6.36
_2339_,6.36
imem_rdata_i[11],6.33
imem_rdata_i[15],6.33
imem_rdata_i[19],6.33
imem_rdata_i[23],6.33
imem_rdata_i[31],6.33
imem_rdata_i[7],6.33
_0034_,6.3
_1075_,6.3
_1189_,6.3
_1336_,6.3
_1378_,6.3
_1950_,6.3
_0146_,6.28
_1193_,6.28
_0154_,6.26
_0213_,6.26
_0223_,6.26
_0238_,6.26
_0373_,6.26
_1406_,6.26
_1708_,6.26
_2280_,6.26
_2330_,6.26
i_exec_stage.exec_state_o\[28\],6.26
i_exec_stage.exec_state_o\[55\],6.26
i_mem_slice_stage.mem_state_o\[59\],6.26
rf_port1_reg_o[0],6.23
rf_port1_reg_o[2],6.23
rf_port2_reg_o[1],6.23
rf_port2_reg_o[3],6.23
rf_wr_data_o[11],6.23
rf_wr_data_o[1],6.23
rf_wr_data_o[3],6.23
rf_wr_data_o[7],6.23
rf_wr_data_o[9],6.23
rf_wr_reg_o[0],6.23
rf_wr_reg_o[2],6.23
rf_wr_reg_o[4],6.23
imem_addr_o[0],6.21
imem_addr_o[12],6.21
imem_addr_o[16],6.21
imem_addr_o[24],6.21
imem_addr_o[28],6.21
imem_addr_o[4],6.21
imem_addr_o[8],6.21
_1596_,6.2
_2252_,6.2
_0077_,6.18
_0434_,6.18
_0760_,6.18
_0827_,6.18
_1209_,6.18
_2156_,6.18
_2196_,6.18
_2277_,6.18
_2299_,6.18
i_exec_stage.exec_state_o\[40\],6.18
i_exec_stage.exec_state_o\[44\],6.18
i_exec_stage.exec_state_o\[58\],6.18
i_exec_stage.exec_state_o\[61\],6.18
i_exec_stage.exec_state_o\[65\],6.18
i_exec_stage.exec_state_o\[66\],6.18
net23,6.18
net391,6.18
_0609_,6.16
_0823_,6.14
_1096_,6.14
_1402_,6.14
_1426_,6.14
_1600_,6.14
_1958_,6.14
_1968_,6.14
_2206_,6.14
_2229_,6.14
_2198_,6.12
_0921_,6.08
_0923_,6.06
_1981_,6.06
_2273_,6.06
net412,6.06
_0569_,6.04
_1214_,6.04
_1558_,6.04
_1161_,6.02
_1167_,6.02
dmem_rdata_i[29],5.99
net317,5.99
net340,5.98
net370,5.96
_1437_,5.94
_0058_,5.92
_0208_,5.92
_0233_,5.92
_1243_,5.92
_1563_,5.92
_0571_,5.9
_1294_,5.86
_0156_,5.84
_0629_,5.84
_0860_,5.84
_1385_,5.84
_1798_,5.84
_2106_,5.84
_2275_,5.84
_2290_,5.84
_2309_,5.84
i_decode_stage.decode_state_o\[26\],5.84
net356,5.84
_0305_,5.8
_0804_,5.8
_0987_,5.8
_1000_,5.8
_1619_,5.8
_1911_,5.8
_1923_,5.8
_2046_,5.8
_2098_,5.8
_2256_,5.8
i_decode_stage.decode_state_o\[19\],5.8
i_exec_stage.exec_state_o\[10\],5.8
i_exec_stage.exec_state_o\[12\],5.8
i_exec_stage.exec_state_o\[33\],5.8
imem_addr_o[13],5.77
imem_addr_o[17],5.77
imem_addr_o[1],5.77
imem_addr_o[21],5.77
imem_addr_o[25],5.77
imem_addr_o[29],5.77
imem_addr_o[9],5.77
dmem_wdata_o[12],5.75
rf_wr_en_o,5.75
_1962_,5.74
_2032_,5.74
_2246_,5.74
_1052_,5.72
_1067_,5.72
_1221_,5.72
_1277_,5.72
_1388_,5.72
_1410_,5.72
_1469_,5.72
_1684_,5.72
i_exec_stage.exec_state_o\[26\],5.72
net339,5.72
_1055_,5.7
_1891_,5.7
net358,5.685
_0388_,5.68
_1114_,5.68
_1139_,5.68
_1555_,5.68
_1624_,5.68
_1746_,5.68
_1975_,5.68
_1992_,5.68
_1993_,5.68
_2034_,5.68
_2155_,5.68
_2159_,5.68
_2172_,5.68
_2187_,5.68
_2222_,5.68
_2241_,5.68
_2292_,5.68
i_mem_slice_stage.mem_state_o\[67\],5.68
rf_wr_data_o[15],5.65
i_decode_stage.decode_state_o\[35\],5.645
_0585_,5.62
_0063_,5.6
_1311_,5.6
_1383_,5.6
_2016_,5.6
_2163_,5.6
i_decode_stage.decode_state_o\[23\],5.6
i_exec_stage.exec_state_o\[6\],5.6
_1857_,5.58
_0144_,5.565
_1861_,5.56
_1887_,5.52
i_mem_slice_stage.pre_data\[18\],5.52
net368,5.52
_1439_,5.5
_1636_,5.5
_1920_,5.5
i_mem_slice_stage.mem_state_o\[46\],5.5
_1444_,5.48
i_decode_stage.decode_state_o\[25\],5.48
i_exec_stage.exec_state_o\[41\],5.48
_1893_,5.47
_0032_,5.46
_0054_,5.46
_0531_,5.46
_0300_,5.445
_0711_,5.44
_1941_,5.435
net327,5.41
_1321_,5.4
_1877_,5.4
_0001_,5.38
_0520_,5.38
_0997_,5.38
_1346_,5.38
_2331_,5.38
i_mem_slice_stage.pre_data\[22\],5.38
_1427_,5.36
_1859_,5.36
_0027_,5.34
_1011_,5.34
_1099_,5.34
_1451_,5.34
_1664_,5.34
_1740_,5.34
_1777_,5.34
_1836_,5.34
_1945_,5.34
_2039_,5.34
_2164_,5.34
_2208_,5.34
_2305_,5.34
_2311_,5.34
_2328_,5.34
i_exec_stage.exec_state_o\[43\],5.34
_0274_,5.315
net301,5.31
net305,5.31
net321,5.31
net325,5.31
net329,5.31
net333,5.31
net309,5.31
net313,5.31
rf_rs2_i[24],5.29
_0654_,5.28
i_exec_stage.exec_state_o\[23\],5.28
_1817_,5.265
_0004_,5.26
_0199_,5.26
_0263_,5.26
_0607_,5.26
_1697_,5.26
_1725_,5.26
_1753_,5.26
_1872_,5.26
_1990_,5.26
_2304_,5.26
i_decode_stage.decode_state_o\[38\],5.26
i_exec_stage.exec_state_o\[37\],5.26
i_mem_slice_stage.mem_state_o\[50\],5.26
net402,5.26
_0859_,5.24
_1848_,5.24
_0383_,5.22
_0567_,5.22
_1618_,5.22
_1854_,5.22
_2003_,5.22
_2010_,5.22
_2017_,5.22
_2025_,5.22
_2192_,5.22
_2226_,5.22
_2228_,5.22
_2293_,5.22
_2298_,5.22
_2318_,5.22
_2326_,5.22
net28,5.22
imem_gnt_i,5.19
imem_rdata_i[13],5.19
imem_rdata_i[29],5.19
imem_rdata_i[5],5.19
rf_wr_data_o[5],5.19
net74,5.16
_0119_,5.14
_0214_,5.14
_0641_,5.14
_1155_,5.14
_1695_,5.14
i_decode_stage.decode_state_o\[16\],5.14
imem_addr_o[27],5.07
net303,5.07
imem_rdata_i[17],5.07
imem_rdata_i[1],5.07
imem_rdata_i[21],5.07
imem_rdata_i[25],5.07
imem_rdata_i[9],5.07
net319,5.07
net323,5.07
net307,5.07
net331,5.07
net335,5.07
net311,5.07
net315,5.07
rf_wr_data_o[0],5.07
rf_wr_data_o[27],5.07
_1279_,5.06
_1420_,5.06
i_mem_slice_stage.mem_state_o\[30\],5.06
i_mem_slice_stage.pre_data\[26\],5.06
_0127_,5.04
_0195_,5.04
_1174_,5.04
net348,5.04
net388,5.04
_1248_,5.02
i_exec_stage.exec_state_o\[63\],5.02
_0098_,5
_0410_,5
_1230_,5
_1536_,5
_1726_,4.94
_0070_,4.92
_0136_,4.92
_0175_,4.92
_0200_,4.92
_1037_,4.92
_1419_,4.92
_1966_,4.92
_2230_,4.92
_2236_,4.92
_2279_,4.92
_2296_,4.92
_2313_,4.92
i_exec_stage.exec_state_o\[46\],4.92
i_mem_slice_stage.mem_state_o\[43\],4.92
i_mem_slice_stage.mem_state_o\[62\],4.92
i_mem_slice_stage.mem_state_o\[64\],4.92
net234,4.92
net343,4.92
net360,4.92
_1403_,4.9
_1744_,4.9
_1846_,4.9
_0110_,4.88
_0407_,4.88
_0599_,4.88
_0702_,4.88
_1249_,4.88
_1611_,4.88
_1653_,4.88
_1704_,4.88
_1748_,4.88
_1883_,4.88
_2027_,4.88
_2284_,4.88
_2303_,4.88
_2320_,4.88
i_exec_stage.exec_state_o\[30\],4.88
i_exec_stage.exec_state_o\[64\],4.88
dmem_addr_o[14],4.85
imem_addr_o[11],4.85
imem_addr_o[15],4.85
imem_addr_o[19],4.85
imem_addr_o[23],4.85
imem_addr_o[31],4.85
imem_addr_o[3],4.85
imem_addr_o[7],4.85
_0637_,4.82
_1471_,4.82
_2092_,4.82
_0106_,4.8
_0170_,4.8
_0798_,4.8
_1535_,4.8
_2072_,4.8
_2102_,4.8
_2128_,4.8
_2178_,4.8
i_exec_stage.exec_state_o\[24\],4.8
_0152_,4.765
_0955_,4.76
_1116_,4.76
_1391_,4.76
_1569_,4.76
_2189_,4.76
_2200_,4.76
rf_port1_reg_o[3],4.73
rf_port2_reg_o[2],4.73
rf_wr_data_o[12],4.73
rf_wr_data_o[28],4.73
rf_wr_data_o[4],4.73
rf_wr_data_o[8],4.73
rf_wr_reg_o[1],4.73
_1648_,4.71
_1352_,4.7
_1474_,4.69
_0074_,4.68
_1499_,4.68
_2317_,4.68
_0719_,4.66
_1910_,4.66
_1922_,4.64
_0191_,4.625
_0104_,4.605
_0002_,4.58
_0031_,4.58
_0090_,4.58
_0687_,4.58
_1268_,4.58
net68,4.58
_1066_,4.57
_1178_,4.56
_1465_,4.56
_1844_,4.56
_1849_,4.56
_1870_,4.56
_0177_,4.54
_0210_,4.54
_1767_,4.54
i_mem_slice_stage.mem_state_o\[69\],4.54
net351,4.54
_0895_,4.48
_1091_,4.48
_1098_,4.48
_1539_,4.48
_1759_,4.48
_1904_,4.48
i_exec_stage.exec_state_o\[60\],4.48
i_mem_slice_stage.pre_data\[8\],4.48
_0078_,4.46
_0445_,4.46
_1128_,4.46
_1430_,4.46
_1559_,4.46
_1988_,4.46
i_exec_stage.exec_state_o\[32\],4.46
_1282_,4.45
_2266_,4.44
_1531_,4.435
_0037_,4.42
_0907_,4.42
_0999_,4.42
_1372_,4.42
_1513_,4.42
_1640_,4.42
_1641_,4.42
_2167_,4.42
_2216_,4.42
_2297_,4.42
_2329_,4.42
i_exec_stage.exec_state_o\[29\],4.42
dmem_req_o,4.39
rf_port1_reg_o[1],4.39
rf_port2_reg_o[0],4.39
rf_port2_reg_o[4],4.39
rf_wr_data_o[10],4.39
rf_wr_data_o[29],4.39
rf_wr_data_o[2],4.39
rf_wr_reg_o[3],4.39
_0180_,4.34
_0354_,4.34
_0704_,4.34
_0856_,4.34
_1150_,4.34
_1353_,4.34
_1977_,4.34
_2214_,4.34
_2272_,4.34
i_exec_stage.exec_state_o\[51\],4.34
dmem_addr_o[6],4.27
_0000_,4.265
_1344_,4.24
_2024_,4.24
_0006_,4.22
_0036_,4.22
_0140_,4.22
_0239_,4.22
_0906_,4.22
_1333_,4.22
_2223_,4.22
_1146_,4.2
_2064_,4.2
_0303_,4.165
_0994_,4.14
_0050_,4.12
_0116_,4.12
_0132_,4.12
_1404_,4.12
net342,4.12
_1528_,4.1
_1547_,4.1
_1610_,4.1
_1745_,4.1
_0181_,4.08
_1338_,4.06
_0706_,4.035
_0114_,4.02
_0353_,4.02
_0627_,4.02
_1057_,4.02
_1354_,4.02
i_exec_stage.exec_state_o\[21\],4.02
net91,4.02
_0018_,4
_0021_,4
_0024_,4
_0150_,4
_0155_,4
_0218_,4
_0220_,4
_0231_,4
_0652_,4
_1140_,4
_1232_,4
_1319_,4
_1400_,4
_1650_,4
_2180_,4
_2227_,4
_2232_,4
_2233_,4
net364,4
net379,4
net387,4
net399,4
net410,4
_1175_,3.985
_1678_,3.98
_0279_,3.965
_0291_,3.925
_1229_,3.9
_1616_,3.9
_1983_,3.9
_1452_,3.895
_0255_,3.88
_0401_,3.88
_0406_,3.88
_1135_,3.88
_1334_,3.88
_1524_,3.88
_1573_,3.88
_1605_,3.88
_1652_,3.88
_1757_,3.88
_2165_,3.88
_2169_,3.88
_2204_,3.88
_2294_,3.88
_2327_,3.88
i_exec_stage.exec_state_o\[20\],3.88
i_exec_stage.exec_state_o\[68\],3.88
i_exec_stage.reg_meta_o\[0\],3.88
i_mem_slice_stage.mem_state_o\[56\],3.88
_1368_,3.87
net363,3.84
_1210_,3.78
_1696_,3.78
_0108_,3.76
_0169_,3.76
_0395_,3.76
_2066_,3.76
_2240_,3.76
i_exec_stage.reg_meta_o\[2\],3.76
net83,3.76
net407,3.76
_0286_,3.705
_0783_,3.68
i_mem_slice_stage.pre_data\[21\],3.68
_0012_,3.66
_0079_,3.66
_0102_,3.66
_0187_,3.66
_0217_,3.66
i_mem_slice_stage.mem_state_o\[47\],3.66
i_mem_slice_stage.mem_state_o\[49\],3.66
net344,3.66
net345,3.66
net365,3.66
net373,3.66
net375,3.66
net386,3.66
net389,3.66
_0100_,3.64
_0118_,3.64
_1345_,3.64
_1705_,3.64
i_exec_stage.valid_o,3.64
_0062_,3.56
_1235_,3.56
_1449_,3.56
_1728_,3.56
_1205_,3.55
_0013_,3.54
_0017_,3.54
_0020_,3.54
_0052_,3.54
_0068_,3.54
_0072_,3.54
_0141_,3.54
_0186_,3.54
_0204_,3.54
_0205_,3.54
_0209_,3.54
_0221_,3.54
_0258_,3.54
_0902_,3.54
_1038_,3.54
_1133_,3.54
_1484_,3.54
_1493_,3.54
_1918_,3.54
_1954_,3.54
_2009_,3.54
_2023_,3.54
_2166_,3.54
_2173_,3.54
_2239_,3.54
_2250_,3.54
_2302_,3.54
_2322_,3.54
i_exec_stage.exec_state_o\[54\],3.54
net75,3.54
net112,3.54
net395,3.54
_1050_,3.52
_1799_,3.445
_0721_,3.44
_1049_,3.44
_1985_,3.44
_2177_,3.44
_2203_,3.44
_2248_,3.44
_2314_,3.44
i_exec_stage.exec_state_o\[69\],3.44
_0403_,3.42
_0705_,3.42
_0957_,3.42
_1015_,3.42
_1047_,3.42
_1224_,3.42
_1320_,3.42
_1389_,3.42
_1520_,3.42
_1646_,3.42
_2052_,3.42
_2074_,3.42
_2082_,3.42
_2086_,3.42
_2195_,3.42
_2209_,3.42
_2221_,3.42
_2274_,3.42
_0183_,3.32
_1509_,3.32
_1575_,3.32
_1917_,3.32
_0016_,3.3
_0044_,3.3
net350,3.3
_0270_,3.245
_0287_,3.245
_0182_,3.23
_0283_,3.225
_0113_,3.22
_0437_,3.22
_0595_,3.22
i_mem_slice_stage.mem_state_o\[28\],3.22
net82,3.22
_0007_,3.2
_0010_,3.2
_0011_,3.2
_0019_,3.2
_0026_,3.2
_0089_,3.2
_0215_,3.2
_0723_,3.2
_1269_,3.2
_1716_,3.2
i_mem_slice_stage.pre_data\[23\],3.2
net359,3.2
net397,3.2
net401,3.2
_0845_,3.18
_0830_,3.115
_0099_,3.1
_0117_,3.1
_0515_,3.1
_1151_,3.1
_1515_,3.1
_1651_,3.1
_1901_,3.1
i_exec_stage.exec_state_o\[39\],3.1
i_mem_slice_stage.mem_state_o\[39\],3.1
_0041_,3.08
_0123_,3.08
_0125_,3.08
_0234_,3.08
_0242_,3.08
_0251_,3.08
_0254_,3.08
_0349_,3.08
_1132_,3.08
_1944_,3.08
_2076_,3.08
i_decode_stage.decode_state_o\[235\],3.08
i_mem_slice_stage.mem_state_o\[61\],3.08
_1763_,2.98
_1953_,2.98
_2008_,2.98
_2120_,2.98
_2267_,2.98
_2291_,2.98
_1077_,2.96
_1172_,2.96
_1424_,2.96
_1467_,2.96
_1564_,2.96
_1593_,2.96
_1630_,2.96
_1749_,2.96
_1909_,2.96
_2054_,2.96
_2062_,2.96
_2094_,2.96
_2188_,2.96
_2194_,2.96
net165,2.96
net273,2.96
net341,2.96
_0022_,2.925
_0290_,2.88
_0009_,2.86
_0252_,2.86
i_mem_slice_stage.mem_state_o\[65\],2.86
i_mem_slice_stage.mem_state_o\[66\],2.86
_0014_,2.84
_0023_,2.84
_0126_,2.84
net380,2.84
net390,2.84
_0284_,2.835
_0092_,2.765
_0134_,2.765
_0680_,2.76
_1124_,2.76
net114,2.76
_0015_,2.74
_0043_,2.74
_0056_,2.74
_0066_,2.74
_0067_,2.74
_0073_,2.74
_0081_,2.74
_0082_,2.74
_0112_,2.74
_0121_,2.74
_0165_,2.74
_0211_,2.74
_0212_,2.74
_0219_,2.74
_0229_,2.74
_1307_,2.74
_1502_,2.74
_1503_,2.74
_1543_,2.74
_1711_,2.74
_0235_,2.72
_1629_,2.72
_1689_,2.72
_0046_,2.64
_0069_,2.64
_0075_,2.64
_0135_,2.64
_0149_,2.64
_0151_,2.64
_0248_,2.64
_1384_,2.64
_1470_,2.64
_1631_,2.64
_2132_,2.64
i_mem_slice_stage.mem_state_o\[44\],2.64
i_mem_slice_stage.mem_state_o\[53\],2.64
_0047_,2.62
_0055_,2.62
_0076_,2.62
_0237_,2.62
_0243_,2.62
_0262_,2.62
_0517_,2.62
_0536_,2.62
_0555_,2.62
_0937_,2.62
_1453_,2.62
_1514_,2.62
_1709_,2.62
_1712_,2.62
_1729_,2.62
_1742_,2.62
_1772_,2.62
_1919_,2.62
_2068_,2.62
_2080_,2.62
_2104_,2.62
_2186_,2.62
_2201_,2.62
_2205_,2.62
_2243_,2.62
_2316_,2.62
i_exec_stage.exec_state_o\[25\],2.62
i_exec_stage.exec_state_o\[38\],2.62
i_mem_slice_stage.mem_state_o\[48\],2.62
i_mem_slice_stage.pre_data\[30\],2.62
net346,2.62
net347,2.62
net349,2.62
net369,2.62
_0265_,2.595
_0266_,2.595
_0292_,2.595
_0298_,2.545
_1820_,2.52
_1951_,2.52
_1970_,2.52
_2210_,2.52
_2283_,2.52
_0196_,2.5
_0574_,2.5
_0581_,2.5
_0724_,2.5
_0745_,2.5
_0890_,2.5
_1166_,2.5
_1247_,2.5
_1262_,2.5
_1323_,2.5
_1342_,2.5
_1483_,2.5
_1542_,2.5
_1591_,2.5
_1613_,2.5
_1617_,2.5
_1639_,2.5
_1672_,2.5
_2070_,2.5
_2219_,2.5
_2307_,2.5
_2324_,2.5
i_exec_stage.exec_state_o\[15\],2.5
i_exec_stage.exec_state_o\[34\],2.5
net232,2.5
net236,2.5
net240,2.5
_0289_,2.485
_0295_,2.485
_0273_,2.42
_0282_,2.42
_0304_,2.42
_1658_,2.4
i_mem_slice_stage.mem_state_o\[51\],2.4
_1192_,2.38
_0003_,2.3
_0103_,2.3
_0732_,2.3
_0953_,2.3
_1107_,2.3
i_mem_slice_stage.mem_state_o\[52\],2.3
i_mem_slice_stage.mem_state_o\[63\],2.3
net371,2.3
net381,2.3
_0039_,2.28
_0040_,2.28
_0045_,2.28
_0053_,2.28
_0065_,2.28
_0083_,2.28
_0096_,2.28
_0120_,2.28
_0128_,2.28
_0198_,2.28
_0256_,2.28
_0257_,2.28
_0414_,2.28
net376,2.28
_0271_,2.255
_0061_,2.205
_0042_,2.18
_0060_,2.18
_0129_,2.18
_0130_,2.18
_0133_,2.18
_0137_,2.18
_0142_,2.18
_0143_,2.18
_0145_,2.18
_0147_,2.18
_0164_,2.18
_0167_,2.18
_0179_,2.18
_0185_,2.18
_0189_,2.18
_0192_,2.18
_0197_,2.18
_0241_,2.18
_0246_,2.18
_0250_,2.18
_1200_,2.18
_1306_,2.18
_1363_,2.18
_1730_,2.18
_1896_,2.18
_2026_,2.18
_2146_,2.18
i_exec_stage.exec_state_o\[31\],2.18
i_exec_stage.reg_meta_o\[1\],2.18
_0008_,2.16
_0028_,2.16
_0029_,2.16
_0030_,2.16
_0033_,2.16
_0097_,2.16
_0122_,2.16
_0148_,2.16
_0203_,2.16
_0227_,2.16
_0228_,2.16
_0236_,2.16
_0240_,2.16
_0261_,2.16
_0350_,2.16
_0389_,2.16
_0956_,2.16
_0974_,2.16
_1046_,2.16
_1397_,2.16
_1440_,2.16
_1487_,2.16
_1495_,2.16
_1534_,2.16
_1567_,2.16
_1578_,2.16
_1585_,2.16
_1655_,2.16
_1686_,2.16
_1737_,2.16
_1768_,2.16
_1856_,2.16
_1976_,2.16
_2004_,2.16
_2038_,2.16
_2084_,2.16
_2088_,2.16
_2162_,2.16
_2270_,2.16
_2288_,2.16
_2301_,2.16
i_exec_stage.exec_state_o\[59\],2.16
net175,2.16
net238,2.16
net361,2.16
net372,2.16
net408,2.16
_2175_,2.1
_0281_,2.085
_0299_,2.085
_1889_,2.06
_1952_,2.06
_1963_,2.06
_1964_,2.06
_1997_,2.06
_1998_,2.06
_2007_,2.06
_2161_,2.06
_2181_,2.06
_2183_,2.06
_2190_,2.06
_2191_,2.06
_2202_,2.06
_2212_,2.06
_2213_,2.06
_2218_,2.06
_2231_,2.06
_2235_,2.06
_2238_,2.06
_2242_,2.06
_2244_,2.06
_2249_,2.06
_2269_,2.06
_2278_,2.06
_2281_,2.06
_2285_,2.06
_2295_,2.06
_0412_,2.04
_0449_,2.04
_0862_,2.04
_0918_,2.04
_1108_,2.04
_1220_,2.04
_1490_,2.04
_1765_,2.04
_1916_,2.04
_2058_,2.04
_2116_,2.04
_0278_,2.035
_0269_,2.025
_0272_,2.025
_0275_,2.025
_0277_,2.025
_0288_,2.025
_0294_,2.025
_2141_,1.94
i_mem_slice_stage.mem_state_o\[60\],1.94
_0276_,1.915
_0293_,1.865
_0302_,1.865
net378,1.845
_0091_,1.84
_1213_,1.84
_1556_,1.84
_1677_,1.84
_2109_,1.84
_2119_,1.84
net128,1.84
net403,1.84
net405,1.84
_0049_,1.82
_0051_,1.82
_0071_,1.82
_0101_,1.82
_0109_,1.82
_0115_,1.82
_0171_,1.82
_0178_,1.82
_0226_,1.82
_0244_,1.82
_0253_,1.82
_0259_,1.82
_0264_,1.82
_0613_,1.82
_1048_,1.82
_1506_,1.82
_1914_,1.82
net355,1.82
net392,1.82
net411,1.82
_0158_,1.745
_0385_,1.72
_0426_,1.72
_0562_,1.72
_1231_,1.72
_1468_,1.72
_1667_,1.72
i_exec_stage.exec_state_o\[19\],1.72
i_exec_stage.exec_state_o\[45\],1.72
i_mem_slice_stage.mem_state_o\[40\],1.72
_0161_,1.7
_0172_,1.7
_0184_,1.7
_0188_,1.7
_0190_,1.7
_0331_,1.7
_0351_,1.7
_0433_,1.7
_0808_,1.7
_1309_,1.7
_1622_,1.7
_1741_,1.7
_2215_,1.7
_2276_,1.7
i_mem_slice_stage.mem_state_o\[41\],1.7
net122,1.7
_1201_,1.6
_1211_,1.6
_1418_,1.6
_1576_,1.6
_1949_,1.6
_1959_,1.6
_1961_,1.6
_1972_,1.6
_1973_,1.6
_1974_,1.6
_1978_,1.6
_1980_,1.6
_1984_,1.6
_1991_,1.6
_2013_,1.6
_2157_,1.6
_2158_,1.6
_2260_,1.6
_2265_,1.6
_2289_,1.6
_1659_,1.56
_1690_,1.56
_0216_,1.545
net357,1.545
_1380_,1.48
_1635_,1.48
_2126_,1.48
i_mem_slice_stage.mem_state_o\[1\],1.48
_1253_,1.46
_0301_,1.405
_0443_,1.38
_1246_,1.38
_1250_,1.38
_1367_,1.38
_1752_,1.38
net1,1.38
_0048_,1.36
_0059_,1.36
_0085_,1.36
_0094_,1.36
_0124_,1.36
_0131_,1.36
_0157_,1.36
_0160_,1.36
_0207_,1.36
_0245_,1.36
net404,1.36
_0718_,1.26
_1165_,1.26
_1428_,1.26
_1447_,1.26
_1609_,1.26
_1713_,1.26
i_exec_stage.exec_state_o\[14\],1.26
i_exec_stage.exec_state_o\[16\],1.26
i_exec_stage.exec_state_o\[48\],1.26
i_exec_stage.exec_state_o\[67\],1.26
i_exec_stage.reg_meta_o\[3\],1.26
i_exec_stage.reg_meta_o\[4\],1.26
_1707_,1.25
_1395_,1.15
_0390_,1.14
_1157_,1.14
_1159_,1.14
_1197_,1.14
_1461_,1.14
_1668_,1.14
_1724_,1.14
_1965_,1.14
_1971_,1.14
_1979_,1.14
_1995_,1.14
_1996_,1.14
_1999_,1.14
_2005_,1.14
_2174_,1.14
_2237_,1.14
_2258_,1.14
_2264_,1.14
_2271_,1.14
_2150_,1.02
_0602_,0.92
_0781_,0.92
_0888_,0.92
_1040_,0.92
_1061_,0.92
_1113_,0.92
_1258_,0.92
_1302_,0.92
_1438_,0.92
_1754_,0.92
_1770_,0.92
_1773_,0.92
_1797_,0.92
_2044_,0.92
_2108_,0.92
_0431_,0.8
_0900_,0.8
_1422_,0.8
_1762_,0.8
_1851_,0.8
i_exec_stage.exec_state_o\[11\],0.8
i_exec_stage.exec_state_o\[13\],0.8
i_exec_stage.exec_state_o\[18\],0.8
i_exec_stage.exec_state_o\[22\],0.8
i_exec_stage.exec_state_o\[27\],0.8
_0941_,0.46
_1117_,0.46
_1296_,0.46
_1339_,0.46
_1349_,0.46
_1411_,0.46
_1675_,0.46
_1694_,0.46
_2050_,0.46
