net,length_um
rf\[23\]\[25\],16.28
rf\[19\]\[7\],16.26
rf\[2\]\[21\],16.14
_02187_,16.12
rf\[17\]\[13\],16.12
net107,16.1
rf\[1\]\[14\],16.06
rf\[3\]\[1\],15.98
wr_data_i[5],15.96
rf\[9\]\[8\],15.94
_03113_,15.92
_04105_,15.92
rf\[7\]\[15\],15.9
_04419_,15.895
_03184_,15.88
_04462_,15.88
rf\[7\]\[4\],15.86
rf\[22\]\[19\],15.845
rf\[14\]\[0\],15.755
rf\[30\]\[20\],15.725
rf\[29\]\[21\],15.72
_04277_,15.7
_04491_,15.68
rf\[19\]\[4\],15.68
rf\[20\]\[4\],15.68
rf\[10\]\[24\],15.67
rf\[30\]\[0\],15.655
wr_data_i[16],15.62
rf\[10\]\[21\],15.6
rf\[15\]\[24\],15.6
rf\[2\]\[15\],15.58
_04149_,15.54
_03645_,15.5
rf\[10\]\[26\],15.435
_04492_,15.42
_03517_,15.41
rf\[0\]\[19\],15.38
net76,15.38
rf\[18\]\[3\],15.37
_04179_,15.36
_03805_,15.34
_03864_,15.32
net20,15.32
_04235_,15.3
rf\[27\]\[20\],15.27
port1_data_o[29],15.26
_03417_,15.22
rf\[27\]\[17\],15.22
_02421_,15.16
_03677_,15.14
rf\[9\]\[28\],15.08
_03844_,14.98
rf\[12\]\[19\],14.96
rf\[15\]\[0\],14.96
_04266_,14.94
_02150_,14.92
rf\[7\]\[13\],14.92
rf\[15\]\[25\],14.88
rf\[17\]\[17\],14.84
rf\[19\]\[5\],14.83
rf\[4\]\[18\],14.8
port1_data_o[1],14.78
rf\[22\]\[30\],14.74
_04028_,14.72
_02426_,14.7
_03227_,14.68
_04043_,14.68
rf\[19\]\[16\],14.6
rf\[14\]\[18\],14.525
rf\[19\]\[11\],14.5
rf\[9\]\[5\],14.48
rf\[16\]\[4\],14.46
rf\[1\]\[9\],14.44
rf\[1\]\[4\],14.42
rf\[28\]\[13\],14.38
_03504_,14.36
_04417_,14.34
rf\[2\]\[30\],14.335
_04400_,14.24
_03924_,14.22
_03293_,14.2
rf\[12\]\[20\],14.18
rf\[13\]\[28\],14.18
rf\[27\]\[13\],14.18
rf\[27\]\[27\],14.14
_04146_,14.1
_04193_,14.09
_04456_,14.08
_04489_,14.08
_03338_,14.06
rf\[23\]\[18\],14
_03575_,13.98
rf\[4\]\[21\],13.92
_04267_,13.9
rf\[22\]\[17\],13.885
_02878_,13.88
rf\[7\]\[7\],13.88
_02259_,13.86
_03301_,13.8
_01527_,13.785
_02025_,13.785
_04097_,13.78
rf\[22\]\[10\],13.77
wr_data_i[2],13.74
rf\[7\]\[14\],13.72
_03811_,13.62
rf\[20\]\[2\],13.6
_02926_,13.56
_04276_,13.56
rf\[17\]\[18\],13.56
_03387_,13.52
rf\[0\]\[23\],13.52
_02442_,13.5
_02820_,13.48
net1073,13.46
_02566_,13.46
_03956_,13.44
port1_data_o[18],13.42
port1_data_o[25],13.4
_03237_,13.38
rf\[24\]\[14\],13.32
_02223_,13.18
_03057_,13.16
_03573_,13.16
_04355_,13.15
rf\[4\]\[16\],13.15
_01886_,13.145
rf\[14\]\[2\],13.07
_03819_,13.04
_04252_,13.04
rf\[27\]\[22\],13.02
rf\[13\]\[5\],13.01
rf\[8\]\[15\],13
_03526_,12.985
rf\[30\]\[19\],12.965
_03081_,12.96
_04357_,12.96
rf\[31\]\[12\],12.96
_02669_,12.94
_02909_,12.94
rf\[19\]\[20\],12.92
rf\[7\]\[3\],12.92
rf\[10\]\[20\],12.905
_02564_,12.9
_01109_,12.86
wr_data_i[20],12.86
wr_data_i[6],12.86
_03109_,12.84
rf\[16\]\[0\],12.8
rf\[9\]\[20\],12.8
_03633_,12.72
_04080_,12.7
_04201_,12.7
rf\[23\]\[19\],12.695
_03368_,12.68
rf\[22\]\[18\],12.67
_02107_,12.66
_02328_,12.64
rf\[17\]\[21\],12.62
net41,12.62
port1_data_o[4],12.6
net387,12.58
_03866_,12.56
_03921_,12.54
rf\[14\]\[26\],12.44
_02838_,12.42
rf\[4\]\[29\],12.42
_03310_,12.4
clknet_0__04470_,12.4
_04056_,12.38
port1_reg_i[2],12.38
wr_data_i[14],12.38
rf\[31\]\[23\],12.36
clknet_0__04484_,12.36
_01878_,12.345
_03668_,12.305
_03810_,12.28
port1_data_o[12],12.255
_01666_,12.205
_01835_,12.205
_02844_,12.18
_03928_,12.18
_02573_,12.08
_02871_,12.08
_04455_,12.04
port1_data_o[24],12.04
port1_data_o[26],12.04
net140,12
_04058_,11.985
_01806_,11.965
_03451_,11.96
wr_data_i[4],11.94
_03719_,11.9
wr_data_i[17],11.9
net15,11.84
rf\[31\]\[9\],11.835
_04294_,11.78
rf\[6\]\[0\],11.78
net169,11.74
_04246_,11.74
_03990_,11.73
_03542_,11.72
_01669_,11.705
_01879_,11.705
port1_data_o[11],11.7
_03871_,11.69
_02300_,11.68
_02177_,11.66
_02509_,11.66
rf\[1\]\[27\],11.66
_01119_,11.645
wr_data_i[23],11.6
_04131_,11.585
_02139_,11.56
_03313_,11.54
rf\[12\]\[30\],11.54
_03848_,11.5
_02407_,11.48
_02852_,11.48
_03077_,11.48
_01118_,11.425
_01241_,11.425
_02964_,11.42
_03983_,11.38
_03747_,11.365
_03795_,11.36
_04330_,11.36
wr_data_i[9],11.36
_04152_,11.32
_01091_,11.285
_02172_,11.28
rf\[19\]\[19\],11.28
_03266_,11.265
_02333_,11.26
_03502_,11.26
_02292_,11.24
_02665_,11.24
_02845_,11.24
_02913_,11.24
_02806_,11.2
rf\[12\]\[21\],11.18
_03025_,11.16
rf\[9\]\[6\],11.16
_02903_,11.14
_03235_,11.12
_04406_,11.12
port1_data_o[2],11.12
_04339_,11.11
rf\[13\]\[10\],11.08
_01313_,11.065
net42,11.04
_01991_,11.025
wr_reg_i[0],11.02
_01388_,11
_04001_,10.92
_04475_,10.92
_03325_,10.89
_03635_,10.89
_02853_,10.86
_02010_,10.85
_04074_,10.84
rf\[0\]\[30\],10.84
_02611_,10.82
_02558_,10.78
_01221_,10.745
net969,10.74
_02526_,10.74
_03170_,10.74
net637,10.72
_03120_,10.7
_03239_,10.7
_03519_,10.7
_03628_,10.7
_04427_,10.7
_03774_,10.68
_04004_,10.66
_01841_,10.605
rf\[30\]\[3\],10.595
_02719_,10.56
_02981_,10.56
_01183_,10.54
port1_reg_i[3],10.54
_04473_,10.48
_02490_,10.44
_02879_,10.44
net139,10.4
_02132_,10.4
_02603_,10.4
_03562_,10.4
_01543_,10.385
rf\[20\]\[7\],10.38
_02688_,10.36
_04200_,10.345
net170,10.32
_02343_,10.32
port1_data_o[10],10.32
port1_data_o[13],10.32
port1_data_o[15],10.32
port1_data_o[17],10.32
port1_data_o[19],10.32
port1_data_o[20],10.32
port1_data_o[21],10.32
port1_data_o[22],10.32
port1_data_o[23],10.32
port1_data_o[27],10.32
port1_data_o[28],10.32
port1_data_o[30],10.32
port1_data_o[31],10.32
port1_data_o[8],10.32
_01078_,10.305
_02345_,10.28
_04088_,10.28
_04068_,10.24
_01821_,10.205
net1012,10.2
_03246_,10.2
_04290_,10.2
port1_reg_i[1],10.2
port1_reg_i[4],10.2
rf\[28\]\[11\],10.16
_03930_,10.14
_04020_,10.12
_02417_,10.1
wr_data_i[8],10.1
port1_reg_i[0],10.08
_03688_,10.04
_01664_,10.035
_01792_,10.02
_04322_,10.02
_04007_,10
rf\[12\]\[31\],10
net126,9.98
net235,9.98
net864,9.98
net952,9.98
net993,9.98
_04385_,9.98
_01786_,9.945
_03802_,9.945
_02311_,9.94
_01779_,9.905
_02193_,9.9
_02574_,9.9
_04085_,9.88
_02210_,9.86
_03676_,9.86
port1_data_o[0],9.86
port1_data_o[14],9.86
port1_data_o[16],9.86
port1_data_o[3],9.86
port1_data_o[5],9.86
port1_data_o[6],9.86
port1_data_o[7],9.86
port1_data_o[9],9.86
_01127_,9.825
_01963_,9.825
net465,9.82
_02071_,9.82
_02535_,9.82
_03606_,9.82
_02934_,9.8
_01921_,9.785
_03395_,9.78
_03907_,9.77
wr_data_i[26],9.76
_02356_,9.74
_01984_,9.725
_03240_,9.7
rf\[17\]\[1\],9.7
_01504_,9.685
_02197_,9.68
rf\[13\]\[14\],9.68
net40,9.68
_04108_,9.65
wr_data_i[11],9.64
wr_reg_i[1],9.64
_04142_,9.6
rf\[22\]\[24\],9.58
_03279_,9.51
_02892_,9.5
_03136_,9.5
_04175_,9.49
_04186_,9.485
net922,9.48
_02265_,9.48
_02700_,9.48
_02931_,9.48
_02462_,9.47
_02276_,9.44
_02562_,9.44
_02136_,9.42
_02841_,9.42
_03007_,9.42
_01449_,9.405
_02940_,9.4
_04375_,9.4
_02113_,9.36
_02681_,9.36
_02911_,9.36
_04038_,9.36
_02505_,9.32
_02507_,9.32
_02708_,9.32
_03309_,9.31
_01032_,9.3
wr_data_i[24],9.3
wr_data_i[25],9.3
wr_data_i[27],9.3
wr_data_i[28],9.3
wr_data_i[29],9.3
wr_data_i[30],9.3
wr_reg_i[3],9.3
_02644_,9.28
_01972_,9.26
_02857_,9.26
_03256_,9.26
net14,9.26
_01115_,9.18
wr_data_i[12],9.18
wr_data_i[19],9.18
rf\[1\]\[10\],9.16
_01665_,9.125
_03911_,9.12
_01147_,9.115
rf\[27\]\[14\],9.08
_01257_,9.065
_03105_,9.06
net731,9.02
_03174_,9.02
_04083_,8.99
net806,8.98
_02279_,8.96
_02367_,8.96
_02973_,8.96
net872,8.94
_02885_,8.94
net70,8.94
port2_data_o[20],8.93
rf\[9\]\[14\],8.92
_01196_,8.905
net197,8.9
_03619_,8.9
rf\[12\]\[23\],8.9
net55,8.9
_04052_,8.88
_01858_,8.865
_02495_,8.86
_03437_,8.84
_03641_,8.84
_03820_,8.84
_04495_,8.84
wr_en_i,8.84
wr_reg_i[2],8.84
wr_reg_i[4],8.84
_02378_,8.82
_02709_,8.82
_01303_,8.785
_01626_,8.78
_03381_,8.78
_01776_,8.765
_02645_,8.74
wr_data_i[0],8.72
wr_data_i[10],8.72
wr_data_i[13],8.72
wr_data_i[15],8.72
wr_data_i[18],8.72
wr_data_i[1],8.72
wr_data_i[21],8.72
wr_data_i[22],8.72
wr_data_i[31],8.72
wr_data_i[3],8.72
_04110_,8.68
_01933_,8.665
net1101,8.66
_02326_,8.66
_03967_,8.66
_01651_,8.625
_03694_,8.625
_03780_,8.615
net454,8.6
_03035_,8.6
_03392_,8.6
_02922_,8.58
_03530_,8.58
net180,8.56
_02457_,8.56
_02971_,8.56
_01652_,8.545
_01128_,8.525
_01483_,8.525
net865,8.52
_02093_,8.52
_02181_,8.52
_02707_,8.52
net620,8.5
_01780_,8.5
_01126_,8.485
_01718_,8.485
_02231_,8.48
_02525_,8.48
_02588_,8.48
_02987_,8.48
_03014_,8.48
_04079_,8.48
_04494_,8.48
net282,8.44
net897,8.44
_02406_,8.44
_02422_,8.44
_02474_,8.44
_02510_,8.44
_02742_,8.44
_02795_,8.44
_02992_,8.44
_03257_,8.44
_04373_,8.44
net256,8.42
_03539_,8.405
net686,8.4
_02384_,8.4
_02438_,8.4
_02496_,8.4
_02854_,8.4
_03477_,8.4
_01880_,8.38
_03228_,8.38
net133,8.36
_02376_,8.36
_02616_,8.36
_01840_,8.32
net163,8.3
_03145_,8.3
_03812_,8.3
net496,8.28
net539,8.28
_03350_,8.28
_04019_,8.28
_01330_,8.265
_01547_,8.265
_01586_,8.265
_04306_,8.22
_01365_,8.205
_03690_,8.18
_01397_,8.165
net305,8.16
_01036_,8.155
_01739_,8.155
_01554_,8.145
net298,8.14
net368,8.14
net150,8.14
_02826_,8.14
_03021_,8.14
_03508_,8.14
_03656_,8.14
_02065_,8.12
_02380_,8.12
_03100_,8.12
_01490_,8.105
net852,8.1
_02141_,8.1
_02301_,8.1
_02636_,8.1
_02757_,8.1
_04323_,8.1
_01526_,8.085
_01062_,8.065
_01227_,8.065
_02346_,8.06
_02619_,8.06
_02697_,8.06
_02799_,8.06
_03111_,8.04
_01287_,8.025
_01904_,8.025
net157,8.02
_02085_,8.02
net317,8
_02285_,8
net761,7.98
net777,7.98
net934,7.98
_02176_,7.98
_02319_,7.98
_02447_,7.98
_02477_,7.98
_02715_,7.98
_02793_,7.98
_02914_,7.98
_03593_,7.98
_03752_,7.98
_04353_,7.98
_04229_,7.95
net844,7.94
_02290_,7.94
_02604_,7.94
_03096_,7.94
_03652_,7.94
_03736_,7.94
_01487_,7.925
_01622_,7.92
_04099_,7.91
_02143_,7.9
_02436_,7.9
_03079_,7.9
_02679_,7.88
_03253_,7.86
_01148_,7.845
port2_reg_i[0],7.83
_01763_,7.825
net640,7.82
_03740_,7.82
_01957_,7.815
net1135,7.78
_04247_,7.78
_01721_,7.775
_01907_,7.765
_01026_,7.745
net36,7.74
_03661_,7.72
net760,7.68
_02338_,7.68
net514,7.64
net752,7.64
_02829_,7.64
_02863_,7.64
_02979_,7.64
_04281_,7.64
_04378_,7.64
_01653_,7.625
_01646_,7.615
_02111_,7.6
_02140_,7.6
_02163_,7.6
_02400_,7.6
_02626_,7.6
_01070_,7.565
_01558_,7.565
net677,7.56
_02155_,7.56
_02174_,7.56
_02924_,7.56
_02988_,7.56
_03030_,7.56
_03033_,7.56
_03117_,7.56
_03194_,7.56
_04387_,7.555
net545,7.52
net617,7.52
net645,7.52
net132,7.52
_02332_,7.52
_02618_,7.52
_02705_,7.52
_02778_,7.52
_03086_,7.52
_03824_,7.52
_04326_,7.52
_04381_,7.52
_01551_,7.515
_03981_,7.505
_02849_,7.5
_03411_,7.5
net918,7.48
_02317_,7.48
_02488_,7.48
_02546_,7.48
_02664_,7.48
_02851_,7.48
_01411_,7.46
net449,7.44
net822,7.44
_02159_,7.44
_02180_,7.44
_02549_,7.44
_02666_,7.44
_02862_,7.44
_02902_,7.44
_02283_,7.42
net721,7.4
_03837_,7.4
_01869_,7.385
_01949_,7.385
_01863_,7.365
_01754_,7.345
net921,7.32
_03621_,7.315
_03456_,7.3
_01132_,7.285
_03673_,7.28
_01363_,7.24
_03828_,7.24
net748,7.22
net817,7.22
_02175_,7.22
_02298_,7.22
_02652_,7.22
_02759_,7.22
_03137_,7.22
net511,7.2
_02410_,7.2
_02815_,7.2
_03611_,7.2
net240,7.18
net275,7.18
net280,7.18
net485,7.18
net570,7.18
net742,7.18
net1014,7.18
_02302_,7.18
_02321_,7.18
_02379_,7.18
_02630_,7.18
_02807_,7.18
_03116_,7.18
_04341_,7.18
_01043_,7.165
_01430_,7.165
_02995_,7.16
_01033_,7.145
_01280_,7.145
_01369_,7.145
_01469_,7.145
_01816_,7.145
_01884_,7.145
_01948_,7.145
_01977_,7.145
_03798_,7.145
_03036_,7.14
_03183_,7.14
port2_data_o[17],7.13
_01093_,7.105
_01408_,7.105
net871,7.1
_02198_,7.1
_02455_,7.1
_02792_,7.1
_02834_,7.1
_02868_,7.1
_02910_,7.1
_02974_,7.1
_03067_,7.1
_03130_,7.1
_03156_,7.1
_02473_,7.08
net13,7.08
net471,7.06
net960,7.06
_02452_,7.06
_03038_,7.06
_03276_,7.06
_03074_,7.04
_01094_,7.015
_03869_,7
_04090_,6.99
_04245_,6.99
_01069_,6.985
_01599_,6.985
_02208_,6.98
_02620_,6.98
_02938_,6.98
_02969_,6.98
_03139_,6.98
_03169_,6.98
_03371_,6.975
_03999_,6.975
_01616_,6.96
_01947_,6.96
_02959_,6.96
_02123_,6.92
_04413_,6.92
net787,6.9
port2_data_o[26],6.89
_03443_,6.87
_03480_,6.87
_03423_,6.84
_03648_,6.84
_01177_,6.825
_01239_,6.825
_01433_,6.825
clk_i,6.79
net487,6.76
net723,6.76
net983,6.76
net1028,6.76
_02167_,6.76
_02288_,6.76
_02445_,6.76
_02893_,6.76
_02929_,6.76
_02970_,6.76
_02999_,6.76
_03009_,6.76
_03039_,6.76
_03164_,6.76
_03286_,6.76
_04389_,6.76
_01041_,6.725
_01659_,6.725
_01982_,6.725
net278,6.72
net366,6.72
net505,6.72
net730,6.72
net744,6.72
net947,6.72
net1006,6.72
_02271_,6.72
_02350_,6.72
_02600_,6.72
_02672_,6.72
_02898_,6.72
_03044_,6.72
_03732_,6.72
_03787_,6.72
_01381_,6.705
_01609_,6.705
_01844_,6.705
_01178_,6.685
_02762_,6.66
_04150_,6.66
_01155_,6.645
_01379_,6.645
_01968_,6.645
net343,6.64
net616,6.64
net635,6.64
net755,6.64
net802,6.64
net943,6.64
_02081_,6.64
_02232_,6.64
_02565_,6.64
_02804_,6.64
_02994_,6.64
_03027_,6.64
_03102_,6.64
_03153_,6.64
_04344_,6.64
_01185_,6.625
_01187_,6.625
_01638_,6.625
net1024,6.62
net196,6.6
net664,6.6
_02130_,6.6
_02309_,6.6
_02310_,6.6
_02518_,6.6
_02578_,6.6
_02610_,6.6
_02732_,6.6
_03114_,6.6
_03564_,6.6
_03649_,6.6
_04060_,6.6
_04171_,6.6
_04396_,6.6
_03576_,6.595
_02312_,6.58
_03167_,6.58
_01980_,6.565
port2_data_o[24],6.55
port2_data_o[28],6.55
port2_data_o[4],6.55
_01263_,6.545
_01116_,6.525
_01538_,6.525
_02254_,6.52
_02527_,6.52
_02609_,6.52
_02722_,6.52
_02730_,6.52
_04408_,6.52
_02122_,6.5
_02803_,6.5
_03642_,6.5
_01264_,6.465
_01270_,6.465
_01284_,6.465
_01477_,6.465
_01903_,6.445
port2_data_o[2],6.43
_01298_,6.425
_01801_,6.425
_01191_,6.42
_03528_,6.38
_03760_,6.38
_04243_,6.38
_01063_,6.365
_01165_,6.365
_01362_,6.365
_01367_,6.365
_01426_,6.365
_01478_,6.365
_01575_,6.365
_01591_,6.365
_01680_,6.365
_01901_,6.365
_02017_,6.365
port2_reg_i[3],6.31
_01618_,6.305
_01713_,6.305
net127,6.3
net228,6.3
net234,6.3
net382,6.3
net489,6.3
net528,6.3
net846,6.3
net932,6.3
net136,6.3
_02148_,6.3
_02149_,6.3
_02324_,6.3
_02479_,6.3
_02624_,6.3
_02653_,6.3
_02805_,6.3
_02937_,6.3
_02967_,6.3
_03016_,6.3
_03046_,6.3
_02614_,6.28
_03138_,6.28
_03560_,6.28
_01647_,6.265
net118,6.26
net421,6.26
net813,6.26
net896,6.26
net945,6.26
net970,6.26
_02381_,6.26
_02388_,6.26
_02648_,6.26
_02670_,6.26
_02680_,6.26
_02692_,6.26
_02699_,6.26
_02706_,6.26
_02774_,6.26
_02783_,6.26
_02855_,6.26
_03008_,6.26
_03042_,6.26
_03083_,6.26
_03977_,6.26
_01675_,6.24
_01315_,6.235
_01249_,6.225
_01371_,6.225
_01570_,6.225
_01751_,6.225
_01973_,6.225
_02034_,6.225
_02818_,6.2
_01172_,6.185
_01511_,6.185
net262,6.18
net263,6.18
net386,6.18
net503,6.18
net554,6.18
net747,6.18
_02105_,6.18
_02291_,6.18
_02464_,6.18
_02483_,6.18
_02531_,6.18
_02770_,6.18
_02775_,6.18
_02912_,6.18
_02941_,6.18
_03823_,6.18
_04487_,6.18
_01738_,6.16
_04094_,6.145
net1015,6.14
_02194_,6.14
_02196_,6.14
_02268_,6.14
_02363_,6.14
_02449_,6.14
_02451_,6.14
_02532_,6.14
_02575_,6.14
_02673_,6.14
_04337_,6.14
_01864_,6.125
_02103_,6.12
_02366_,6.12
_02458_,6.12
_01161_,6.105
_01340_,6.065
_01820_,6.065
net833,6.06
_02145_,6.06
_01813_,6.04
_01184_,6.005
_01266_,6.005
_01654_,6.005
_01698_,6.005
_02042_,6.005
_03475_,5.98
port2_reg_i[1],5.97
_01405_,5.965
_01560_,5.965
_01619_,5.965
_01755_,5.965
_04366_,5.96
net379,5.94
_02597_,5.94
_01833_,5.935
_04240_,5.92
_03466_,5.9
_01064_,5.895
_01720_,5.885
net888,5.86
_01390_,5.845
net492,5.84
net561,5.84
net722,5.84
net797,5.84
net1029,5.84
net1128,5.84
_02272_,5.84
_02274_,5.84
_02515_,5.84
_02654_,5.84
_02986_,5.84
_03075_,5.84
_03084_,5.84
_03607_,5.84
_04045_,5.84
_02377_,5.82
_02886_,5.82
_04047_,5.81
_01113_,5.805
net230,5.8
net244,5.8
net376,5.8
net672,5.8
_02073_,5.8
_02126_,5.8
_02138_,5.8
_02156_,5.8
_02282_,5.8
_02305_,5.8
_02334_,5.8
_02453_,5.8
_02485_,5.8
_02504_,5.8
_02683_,5.8
_02794_,5.8
_02869_,5.8
_02945_,5.8
_02952_,5.8
_03001_,5.8
_03032_,5.8
_03133_,5.8
_03148_,5.8
_01180_,5.785
_01112_,5.765
_01295_,5.765
_01333_,5.765
_01443_,5.765
_01517_,5.765
_01580_,5.765
port2_data_o[0],5.75
port2_data_o[10],5.75
port2_data_o[12],5.75
port2_data_o[14],5.75
port2_data_o[16],5.75
port2_data_o[18],5.75
port2_data_o[22],5.75
port2_data_o[30],5.75
port2_data_o[6],5.75
port2_data_o[8],5.75
_02424_,5.74
_02577_,5.74
_03101_,5.74
_01169_,5.725
_01308_,5.725
net232,5.72
_02147_,5.72
_02227_,5.72
_02362_,5.72
_02594_,5.72
_02801_,5.72
_02933_,5.72
_02997_,5.72
_03703_,5.72
net67,5.72
_02077_,5.68
_02233_,5.68
_02244_,5.68
_02246_,5.68
_02247_,5.68
_02270_,5.68
_02284_,5.68
_02413_,5.68
_02466_,5.68
_02478_,5.68
_02545_,5.68
_02659_,5.68
_02713_,5.68
_02748_,5.68
_02788_,5.68
_02812_,5.68
_02837_,5.68
_02955_,5.68
_03104_,5.68
_03123_,5.68
_03140_,5.68
_03147_,5.68
_03215_,5.68
_03727_,5.68
_02523_,5.66
_01422_,5.645
_01489_,5.625
_01750_,5.605
_01803_,5.605
_01827_,5.605
_02013_,5.605
net877,5.6
_02083_,5.6
_02322_,5.6
_02962_,5.6
_01889_,5.58
_01990_,5.58
_01545_,5.545
port2_data_o[1],5.53
port2_data_o[9],5.53
_01051_,5.52
_01301_,5.505
_01706_,5.505
_01830_,5.505
_01955_,5.505
_01960_,5.505
_01838_,5.5
_03873_,5.5
net902,5.48
_01372_,5.475
_02023_,5.445
_03900_,5.44
_01045_,5.435
_01492_,5.435
_01567_,5.435
_01891_,5.435
_01042_,5.425
_01524_,5.425
net267,5.38
net493,5.38
net507,5.38
net508,5.38
net552,5.38
net935,5.38
net137,5.38
_02164_,5.38
_02281_,5.38
_02306_,5.38
_02470_,5.38
_02524_,5.38
_02530_,5.38
_02608_,5.38
_02661_,5.38
_02797_,5.38
_02802_,5.38
_02822_,5.38
_02965_,5.38
_03163_,5.38
_03884_,5.38
_04261_,5.38
_02663_,5.36
_03154_,5.36
_01294_,5.345
_01549_,5.345
_01782_,5.345
_02021_,5.345
net129,5.34
net220,5.34
net277,5.34
net344,5.34
net359,5.34
net361,5.34
net369,5.34
net400,5.34
net414,5.34
net437,5.34
net575,5.34
net585,5.34
net610,5.34
net618,5.34
net667,5.34
net679,5.34
net687,5.34
net688,5.34
net693,5.34
net697,5.34
net749,5.34
net765,5.34
net798,5.34
net804,5.34
net819,5.34
net854,5.34
net905,5.34
net912,5.34
net953,5.34
net964,5.34
net985,5.34
net988,5.34
net1068,5.34
net1098,5.34
net141,5.34
net156,5.34
_02067_,5.34
_02214_,5.34
_02258_,5.34
_02348_,5.34
_02355_,5.34
_02405_,5.34
_02493_,5.34
_02506_,5.34
_02551_,5.34
_02559_,5.34
_02580_,5.34
_02667_,5.34
_02721_,5.34
_02731_,5.34
_02735_,5.34
_02771_,5.34
_02776_,5.34
_02825_,5.34
_02866_,5.34
_02908_,5.34
_02932_,5.34
_03066_,5.34
_03071_,5.34
_03095_,5.34
_03659_,5.34
_04205_,5.34
_01808_,5.315
_01924_,5.315
_01975_,5.315
_01226_,5.305
_01291_,5.305
_01305_,5.305
_01436_,5.305
_01495_,5.305
_01663_,5.305
_01708_,5.305
_01810_,5.305
_01944_,5.305
_01978_,5.305
_01979_,5.305
_04346_,5.285
_02191_,5.28
_03331_,5.28
_03404_,5.28
_01244_,5.265
_01245_,5.265
_01571_,5.265
_02030_,5.265
_02045_,5.265
net120,5.26
net341,5.26
net673,5.26
net826,5.26
net990,5.26
_02171_,5.26
_02219_,5.26
_02563_,5.26
_02694_,5.26
_02773_,5.26
_02935_,5.26
_03020_,5.26
_03064_,5.26
_03270_,5.26
_03305_,5.26
_03951_,5.26
_01552_,5.245
_01152_,5.24
_03274_,5.225
_02091_,5.22
_02120_,5.22
_02201_,5.22
_02212_,5.22
_02215_,5.22
_02222_,5.22
_02236_,5.22
_02251_,5.22
_02266_,5.22
_02313_,5.22
_02329_,5.22
_02359_,5.22
_02368_,5.22
_02439_,5.22
_02567_,5.22
_02590_,5.22
_02598_,5.22
_02646_,5.22
_02660_,5.22
_02674_,5.22
_02714_,5.22
_02738_,5.22
_02758_,5.22
_02763_,5.22
_02769_,5.22
_02790_,5.22
_02800_,5.22
_02819_,5.22
_02830_,5.22
_02904_,5.22
_02936_,5.22
_03043_,5.22
_03061_,5.22
_03068_,5.22
_03141_,5.22
_03144_,5.22
_03155_,5.22
_03161_,5.22
_03178_,5.22
_03233_,5.22
_03359_,5.22
_03833_,5.22
_03878_,5.22
_04138_,5.22
net89,5.22
clknet_0__04489_,5.22
_01230_,5.215
_01470_,5.205
_01925_,5.185
_01822_,5.16
_04168_,5.12
_01030_,5.115
_01311_,5.095
_01359_,5.095
_01424_,5.095
_01459_,5.095
_01687_,5.095
_01696_,5.095
_01888_,5.095
_01123_,5.085
_01158_,5.085
_01190_,5.085
_01502_,5.085
_01519_,5.085
_01839_,5.085
_01996_,5.085
_02002_,5.085
_02007_,5.085
port2_data_o[31],5.07
port2_data_o[3],5.07
_01976_,5.06
_01104_,5.045
_01568_,5.045
_01762_,5.045
_01935_,5.045
_03702_,5.04
net193,5.02
_01302_,5.005
_03615_,5
_04124_,5
_04393_,5
_01370_,4.985
_02035_,4.985
_01349_,4.975
_01354_,4.975
_01811_,4.975
_01141_,4.965
_01587_,4.965
port2_reg_i[2],4.95
_04054_,4.945
_04182_,4.945
net168,4.92
net241,4.92
net299,4.92
net385,4.92
net394,4.92
net415,4.92
net495,4.92
net501,4.92
net509,4.92
net526,4.92
net734,4.92
net815,4.92
net972,4.92
net1121,4.92
net167,4.92
_02277_,4.92
_02481_,4.92
_02529_,4.92
_02728_,4.92
_02785_,4.92
_02816_,4.92
_02875_,4.92
_02982_,4.92
_02991_,4.92
_03029_,4.92
_03047_,4.92
_03051_,4.92
_03091_,4.92
_03135_,4.92
_03374_,4.92
_02861_,4.9
_01143_,4.885
_01283_,4.885
_01368_,4.885
_01604_,4.885
net255,4.88
net288,4.88
net439,4.88
net475,4.88
net521,4.88
net653,4.88
net660,4.88
net1019,4.88
_02158_,4.88
_02161_,4.88
_02220_,4.88
_02238_,4.88
_02242_,4.88
_02253_,4.88
_02255_,4.88
_02342_,4.88
_02344_,4.88
_02358_,4.88
_02373_,4.88
_02387_,4.88
_02412_,4.88
_02425_,4.88
_02454_,4.88
_02569_,4.88
_02576_,4.88
_02587_,4.88
_02601_,4.88
_02725_,4.88
_02750_,4.88
_02894_,4.88
_02947_,4.88
_03004_,4.88
_03160_,4.88
_03182_,4.88
_03186_,4.88
_03976_,4.88
_04333_,4.88
net101,4.88
_03893_,4.86
_01130_,4.845
_01503_,4.845
_01510_,4.845
_01556_,4.845
_01612_,4.845
_01662_,4.845
_01771_,4.845
_01939_,4.845
_01951_,4.845
_02299_,4.82
_02415_,4.82
_02658_,4.82
_02833_,4.82
_02889_,4.82
_02917_,4.82
_02996_,4.82
net459,4.8
net571,4.8
net927,4.8
net955,4.8
_02315_,4.8
_02404_,4.8
_02511_,4.8
_02584_,4.8
_02691_,4.8
_02905_,4.8
_03045_,4.8
_03059_,4.8
_03092_,4.8
_03118_,4.8
_03173_,4.8
_03424_,4.8
_01761_,4.795
